758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,814800117
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,492809254
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,1022918438
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,858624436
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,94494446
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,826696877
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,1068305086
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,399727744
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,428595564
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,429429884
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,231111910
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,992554926
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,587471529
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,965564799
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,324204929
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,830364039
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,386059963
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,484027557
758748981,421632724,169897168,306143841,336738412,544631062,549259582,487431526,358152412,864999958,899231892,391840726,101085652,422307269,343967127,383700016,991728473,135231150,182307092,705249758,24028629,615688945,986493625,819124946,588517178
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,811385894
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,576193808
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,588284420
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,902624061
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,939373037
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,965120335
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,930760310
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,24860139
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,387751340
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,675359623
1024079842,832421468,216708530,446251393,778352635,946660348,760312515,119248585,236082009,70550950,907154976,517733470,107244600,955375640,196584027,969191281,760693812,233327053,52778500,86302788,908542703,371342132,480816480,807372336,318857688
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,564332367
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,878743312
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,469149962
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,737713214
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,455232901
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,39412260
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,269734810
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,649986912
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,785930616
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,489382655
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,949831223
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,81710910
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,176382850
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,379318073
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,661004603
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,635078359
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,766598394
759717227,869303265,972625298,206393620,544161644,532606858,498989362,190689978,869780244,437120627,881920049,1057565801,347906983,214186375,935768890,73144969,754982910,432289754,671587801,774861017,1024999899,804057928,844618855,211357444,1042629207
652844497,408883225,638298670,8840501,489602665,366078414,1066979389,325145037,1039593069,840070004,612243410,54350723,736430929,324327687,970164797,88733228,681460349,16672588,441338367,907753404,426651514,462809097,517777830,133289866,773268026
652844497,408883225,638298670,8840501,489602665,366078414,1066979389,325145037,1039593069,840070004,612243410,54350723,736430929,324327687,970164797,88733228,681460349,16672588,441338367,907753404,426651514,462809097,517777830,133289866,588373710
652844497,408883225,638298670,8840501,489602665,366078414,1066979389,325145037,1039593069,840070004,612243410,54350723,736430929,324327687,970164797,88733228,681460349,16672588,441338367,907753404,426651514,462809097,517777830,133289866,330998193
652844497,408883225,638298670,8840501,489602665,366078414,1066979389,325145037,1039593069,840070004,612243410,54350723,736430929,324327687,970164797,88733228,681460349,16672588,441338367,907753404,426651514,462809097,517777830,133289866,403280155
652844497,408883225,638298670,8840501,489602665,366078414,1066979389,325145037,1039593069,840070004,612243410,54350723,736430929,324327687,970164797,88733228,681460349,16672588,441338367,907753404,426651514,462809097,517777830,133289866,869720795
